true_label,pred_label,predict_proba
0,0,1.2803959294570076e-05
0,0,1.4811224008630822e-05
0,0,0.0005010084292133785
0,0,1.3283306680217432e-05
0,0,3.6970066786717094e-05
0,0,7.3990146511923685e-06
0,0,0.0016922013324323984
0,0,5.213653403832054e-05
0,0,0.0020194736207921273
0,0,0.003916537840948645
0,0,8.23142457558393e-05
0,0,0.00011874204026810757
1,1,0.8495840066090168
1,0,0.11723491268449687
0,0,1.2039811351451796e-05
0,0,6.90986770522194e-05
0,0,2.1901877947568075e-05
0,0,0.00019905370094615792
0,0,5.78767805389494e-05
0,0,0.0015626451811372641
0,0,3.856290961243919e-05
0,0,4.6841026297763505e-06
0,0,8.15074997811955e-06
0,0,6.474272888095472e-06
0,0,8.020011076611686e-05
0,0,7.916295661083747e-06
1,1,0.7391753406811927
0,0,8.731688535819878e-05
0,0,4.525612919469377e-06
0,0,0.0014220008235481124
0,0,0.003828457760279175
0,0,0.03157122274681724
1,1,0.9935698121558925
1,1,0.974889069147811
1,1,0.9939539863560686
0,0,1.2920762328502199e-05
0,0,0.007001479864193768
0,1,0.993924711191661
0,0,1.06067543094896e-05
0,0,7.2698536317014065e-06
0,0,6.477028551372565e-05
0,0,2.625161143500958e-05
0,0,6.37628716834146e-05
0,0,2.4996929689914936e-05
0,0,6.537067885261737e-06
1,1,0.8745350809858706
0,0,1.0061219054769404e-05
0,0,7.204909999059519e-06
0,0,7.255401791339342e-05
0,0,0.010442805526685828
1,0,0.002114785799282708
1,1,0.9970281655903971
0,0,1.1457562073202232e-05
0,0,6.560331463480179e-05
0,0,0.00011104699905458086
0,0,6.804736419881473e-06
0,0,7.950089462973168e-06
1,0,0.005421115538320158
0,0,0.0007535361581116044
0,0,3.3888410046833597e-05
0,0,0.0013696296467292245
0,0,3.129734258676319e-05
0,0,1.314763087339087e-05
1,1,0.9993665781105265
0,0,3.967008448740349e-05
0,0,6.473505626267852e-06
1,1,0.7234685001920186
0,0,1.2677970787997274e-05
0,0,1.2916558770571547e-05
0,0,0.05482963458811473
1,1,0.9984740338106032
0,0,1.0280020988262709e-05
0,0,6.892131719494514e-05
0,0,3.32442254695267e-05
0,0,0.00025594100506799445
0,0,0.00011925065879564282
0,0,7.273303489396478e-05
1,1,0.5415736350175647
0,0,1.113630905761633e-05
0,0,8.58638907159208e-06
0,0,5.4789521095432924e-05
0,0,2.168130540819412e-05
0,0,3.789040104080105e-05
0,0,0.0001263049127954243
0,0,2.576802075821841e-05
0,0,7.849509094644317e-05
0,0,0.00016808345959160584
0,0,1.1853708869543973e-05
1,0,0.2631364041308214
1,1,0.9998290436245438
1,1,0.9668954469044121
0,0,2.723103146682676e-05
1,1,0.9420249748892447
0,0,6.742696031760566e-05
0,0,1.3776702760581422e-05
0,0,1.1349061565144361e-05
0,0,0.025457351983944568
0,0,0.0003350155134331294
0,0,4.443031446450135e-06
1,1,0.7988187156038429
0,0,0.00041061049590689893
0,0,5.340609495544096e-05
0,0,0.0018352727033357505
0,0,6.194117469657408e-05
0,0,8.616884184357698e-05
0,0,2.6956612855636927e-05
0,0,1.0832313031440774e-05
0,0,0.0024620133651199814
0,0,0.0005531870786893747
0,0,4.996898945070506e-05
0,0,1.1712150869710853e-05
0,0,0.0022327261987442628
0,0,9.20841240461231e-05
0,0,0.00030917315324475065
0,0,5.88396151230516e-06
0,0,0.00015742865264951704
0,0,5.529486387363803e-05
0,0,0.0003715855367660698
1,1,0.9955476105487956
0,0,1.2568659063214143e-05
0,0,2.9778548443950263e-05
0,0,2.3562242886052446e-05
0,0,7.1094193228622885e-06
0,1,0.657480831449538
0,0,9.225162466448834e-05
0,0,0.0002284538249154724
0,0,7.326239074408567e-06
1,1,0.8727637482538577
1,0,0.040492207442091255
1,0,0.006502145571031611
0,0,8.362318979141278e-05
0,0,1.9433996546287506e-05
0,0,1.5676449611336264e-05
0,0,1.532719107304385e-05
0,0,0.0006721688177220658
0,0,1.2307789022029778e-05
1,0,0.37143600147622063
0,0,1.6554913576987224e-05
0,0,8.443066233331352e-05
1,1,0.8568088285193599
0,0,7.143552581187838e-05
0,0,6.9752140156770456e-06
0,0,6.656853689952036e-05
0,0,1.2509692692574275e-05
0,0,3.83924514208674e-05
1,1,0.992346497192238
0,0,1.0483453814432349e-05
0,0,2.1988589544009206e-05
1,0,0.0019726194523948075
0,0,9.974023172114041e-05
0,0,0.0006396071390351647
0,0,0.0005202682231316718
0,0,1.1481782428367894e-05
0,0,2.602991083152539e-05
0,0,2.107574283769402e-05
0,0,1.0129939514323257e-05
0,0,1.0013900363303779e-05
0,0,1.0542649645191884e-05
0,0,0.004300332752603763
0,0,0.001070609735606659
0,0,4.1164169834588634e-05
0,0,5.903762654806751e-05
0,0,4.790397975690686e-05
0,0,6.787499963510993e-05
0,0,5.1385449238267385e-05
1,1,0.9488260828679854
0,0,1.5720222830468055e-05
0,0,1.5172753118602029e-05
0,0,0.0005499681888290985
0,0,8.427871715587408e-06
0,0,0.0002492412317655916
0,0,0.0030614869199193546
0,0,0.0005900601530426806
0,0,4.366022918927828e-06
0,0,7.75184006820591e-06
0,0,0.001054931062123912
0,0,0.0018369134000767967
0,0,0.15062394639394075
0,0,2.630320573885883e-05
0,0,0.00011650592159129516
1,0,0.009080333475581284
0,0,0.00030749377331032977
0,0,0.00522218334813429
0,0,1.2849749020201648e-05
0,0,1.5963131754440795e-05
0,0,1.4800919978945108e-05
0,0,1.102709838522911e-05
0,0,0.00010148331498211136
0,0,1.3662802134354048e-05
0,0,9.314250234061283e-06
0,0,9.410688027099821e-06
0,0,0.00018885202916291185
0,0,9.119353078013597e-06
0,0,2.2114489285831434e-05
0,0,0.00014957838176089054
0,0,7.982402992439279e-06
0,0,2.384245705371446e-05
0,0,0.14022328265277997
0,0,2.5306110079475772e-05
0,0,1.1694653986876677e-05
0,0,1.880164180921453e-05
0,0,0.004219788230647172
1,1,0.8198736407836896
0,0,3.348590953916485e-05
0,0,0.0001796635462594567
1,1,0.7513211627040057
0,0,1.1548090019040148e-05
0,0,1.45922135506029e-05
0,0,3.9567146578711295e-05
0,0,8.174743283942988e-05
0,0,7.547023640499997e-06
0,0,0.000492431379537877
0,0,3.375610579637053e-05
0,0,1.1212792388312109e-05
0,0,0.041127196710711196
0,0,0.001629241888176805
0,0,1.16583546112916e-05
0,0,1.2554626334575986e-05
0,0,8.179688309491693e-06
1,1,0.7758402043995662
0,0,9.674125128996981e-06
0,0,3.710050165767439e-05
0,0,0.0010765662586752437
0,0,6.9542876871570445e-06
0,0,9.144839848675032e-06
0,0,1.2998890825112549e-05
0,0,1.2602243000756323e-05
0,0,4.1743027471435876e-05
0,0,6.0653738409751166e-06
0,0,0.0036011212183740472
0,0,2.7435405398451775e-05
0,0,1.506212715258661e-05
0,0,7.0784196657808555e-06
0,0,0.0015342065057614934
0,0,0.06435443355431926
0,0,4.8719258887179034e-05
0,0,4.040460850741977e-05
0,0,7.891589068473442e-05
0,0,6.70380505902222e-05
0,0,5.399883674098053e-05
0,0,2.7234154270287907e-05
0,0,1.3732024810642557e-05
0,0,4.9477328527394105e-05
0,0,7.74592474853638e-06
0,0,0.008816012493389418
0,0,8.657141782912125e-05
0,0,4.977630912500413e-05
0,0,9.277087310709233e-06
0,0,6.067215827226603e-05
0,0,0.00012676454841357098
0,0,8.161706307941894e-05
0,0,2.9899347213523327e-05
0,0,1.4804815080834823e-05
0,0,7.085599293471773e-06
1,1,0.9720005630292904
0,0,0.00026496763546718946
0,0,7.609262411188186e-06
0,0,1.7826600715662152e-05
0,0,5.968350015943138e-06
1,0,0.4429072359413256
0,0,0.001317799413669581
1,0,0.2441177998603261
1,1,0.552072361163991
0,0,7.782790850824226e-06
0,0,0.0002978802029071392
0,0,1.89023450018722e-05
0,0,3.378484717104247e-05
0,0,0.00046515408209125926
0,0,9.095760240918008e-06
0,0,1.9371030573865774e-05
0,0,0.04547111285174979
0,0,2.4863638681034162e-05
0,0,8.876771773442948e-05
0,0,0.0001357538554031423
0,0,0.00018712002694059736
0,0,0.03875749036260301
0,0,0.00014648369993925793
0,0,4.895964804915866e-05
0,0,0.00012226529550328524
0,0,0.00015477715546968065
0,0,0.0016711692044849874
0,0,8.797222698312874e-06
0,0,7.481029814930802e-06
0,0,0.0001797951044998987
0,0,0.029417119175996997
0,0,1.0312760277526272e-05
0,0,3.0127982166030422e-05
0,0,3.394440376511729e-05
0,0,4.77505476298768e-05
1,0,0.24415635446306566
0,0,2.624412211184093e-05
0,0,0.021506939595055872
1,0,0.024941999554985404
0,0,0.002592872444715618
1,0,0.1313314976557548
0,0,4.858798753051712e-05
0,0,0.0002643075561692423
0,0,1.644786705960494e-05
0,0,0.0025383550570805455
0,0,6.240366624754691e-05
0,0,7.558766743112204e-05
0,0,0.0006329504552047492
0,0,2.0443311076331622e-05
0,0,0.029800322042339827
0,0,4.411126797010731e-06
0,0,0.00021094726982375745
0,0,7.863945937111834e-05
0,0,0.00013721278942790063
0,0,0.05612689654407361
0,0,1.3180063801806687e-05
0,0,0.00020387796038609353
0,0,1.7114246456847137e-05
0,0,0.0002503925929640656
1,1,0.9172945383544695
0,0,9.013313594240111e-05
0,1,0.6909170758535623
0,0,3.951502027233975e-05
0,0,0.003353204653944489
0,0,0.0006396206014821643
0,0,0.00011314210785225888
0,0,0.0020481578216099707
0,0,9.251096815396105e-06
1,1,0.637937007014609
0,0,0.0013019677611296075
0,0,0.00019720379306710384
0,0,1.7892487029740377e-05
0,0,4.0423109795670635e-06
1,1,0.9917414009825971
0,0,0.10230292756903557
1,0,0.0012098383868507912
0,0,4.461457179147075e-06
0,0,0.0005333700896747198
0,0,1.672865022221547e-05
0,0,1.723439977105278e-05
0,0,0.004428974584980272
0,0,1.1212624264792027e-05
0,0,0.00025713912790370583
0,0,0.0001422741858195646
0,0,3.2152988639972364e-05
0,0,1.579612569598373e-05
0,0,0.00026980970701823105
0,0,7.01393524786832e-06
0,0,3.38799689422778e-05
0,0,5.9532482261886125e-06
0,0,6.026131139153918e-06
0,0,0.19112645600607236
0,0,2.4282431395316824e-05
0,0,5.293191754467383e-06
0,0,0.00012510044519274135
0,0,0.0003008796177459878
0,0,2.944309622623338e-05
0,0,8.826217661152504e-06
0,0,4.585474009140804e-06
1,1,0.6053662080283675
0,0,9.54579928386613e-05
0,0,0.0002047739976495206
0,0,0.001105805819663897
0,0,3.395686194503917e-05
0,0,2.4219251707743058e-05
0,0,6.0084954285574155e-06
0,0,6.276801258736173e-06
1,0,0.007544293521243314
0,0,5.002380718086751e-05
0,0,1.0351363614807007e-05
0,0,2.0415528314156895e-05
0,0,1.1691664631274474e-05
1,1,0.9989337810868294
0,0,0.000270259162118006
0,0,3.146089801039131e-05
0,0,0.001645991794369149
0,0,0.00010687440743966918
0,0,0.0022999045145750442
1,0,3.40740739556381e-05
0,0,2.225386446614534e-05
0,0,0.001348398094047105
0,0,2.5294131834468617e-05
0,0,8.280522694997106e-06
0,0,7.877688209563286e-06
0,0,0.00043100568939114447
1,1,0.9914933335344633
0,0,4.476720656739625e-06
0,0,5.773624400253102e-06
0,0,2.8553361414078826e-05
0,0,1.2294108888441301e-05
0,0,0.00020590824934167958
0,0,6.369001020711045e-06
0,0,6.460949880780629e-06
0,1,0.8584253274599034
0,0,0.001357747283928674
0,0,1.941840858486859e-05
0,0,5.6602178461233765e-05
0,0,8.857886408419988e-05
0,0,0.12374750885012917
0,0,0.00015917271767987103
0,0,0.00031529821310085433
0,0,0.002388330058985893
0,0,2.151523112911913e-05
0,0,2.4906534400818118e-05
1,1,0.9946268879382406
1,1,0.8269215114669879
0,0,0.0002188255122039368
0,0,0.00012515576938255593
0,0,9.683039329820522e-06
0,0,4.2574864182337814e-05
0,0,0.003886571714421552
0,0,2.2590176513821736e-05
0,0,8.015255318792767e-06
0,0,1.879783194994919e-05
0,0,3.4995353297027436e-05
0,0,0.0001350278153266076
1,1,0.9963747590645449
0,0,7.15601886893913e-06
1,1,0.9927604750543357
0,0,7.687125811407336e-06
0,0,1.5425189271501394e-05
0,0,0.011105703033302954
0,0,6.838955313763777e-05
0,0,0.0004064129911808557
0,0,0.00012047718381824671
0,0,1.4929049657744375e-05
0,0,0.0006747170953555946
0,0,0.004649482366276902
0,0,0.0004936192011263038
0,0,1.9961889926251107e-05
0,0,7.02136146317752e-05
0,0,3.5965753269089816e-05
0,0,0.0005184274887607853
1,1,0.9996190676088995
0,0,2.798761316509876e-05
0,0,0.016588506646223074
0,0,2.522673392013056e-05
0,0,0.0017348242758130474
0,0,9.023938473115476e-06
0,0,0.00013612768873348528
1,0,6.202574185085293e-05
